snapshot_time_utc,league,type,id,name,category,details_id,divine_value,exalted_value,chaos_value,max_volume_currency,max_volume_rate,volume_primary_value,sparkline_total_change
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,azmeri-reliquary-key,Azmeri Reliquary Key,Fragments,azmeri-reliquary-key,,56.53,1702.1183,divine,0.01769,160.2,479.8
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,breachlord-sac,Breachlord Sac,Fragments,breachlord-sac,,5.17,155.6687,divine,0.1935,453.2,17.53
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,ancient-crisis-fragment,Ancient Crisis Fragment,Fragments,ancient-crisis-fragment,,1.03,31.0133,exalted,0.01271,729.2,615.4
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,cowardly-fate,Cowardly Fate,Fragments,cowardly-fate,,0.7534,22.684873999999997,exalted,0.01732,121.2,303.7
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,faded-crisis-fragment,Faded Crisis Fragment,Fragments,faded-crisis-fragment,,0.7717,23.235887,exalted,0.01691,575.6,141.4
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,kulemaks-invitation,Kulemak's Invitation,Fragments,kulemaks-invitation,,0.09296,2.7990256,exalted,0.1404,102.7,-85.45
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,twilight-reliquary-key,Twilight Reliquary Key,Fragments,twilight-reliquary-key,,0.05882,1.7710701999999998,exalted,0.2219,69.44,67.1
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,against-the-darkness,Zarokh's Reliquary Key: Against the Darkness,Fragments,zarokhs-reliquary-key:-against-the-darkness,,10.12,304.7132,divine,0.09877,13.5,63.64
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,deadly-fate,Deadly Fate,Fragments,deadly-fate,,0.7129,21.465419,exalted,0.0183,117.3,192.4
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,olroths-reliquary-key,Olroth's Reliquary Key,Fragments,olroths-reliquary-key,,1.83,55.1013,divine,0.5455,1.83,-38.89
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,simulacrum,Simulacrum,Delirium,simulacrum,,6.05,182.16549999999998,divine,0.1654,106.8,6.39
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,tangmazus-reliquary-key,Tangmazu's Reliquary Key,Fragments,tangmazus-reliquary-key,,7.83,235.7613,divine,0.1277,7.83,683.3
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,ritualistic-reliquary-key,Ritualistic Reliquary Key,Fragments,ritualistic-reliquary-key,,0.8305,25.006355,exalted,0.01571,4.71,960.8
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,simulacrum-splinter,Simulacrum Splinter,Delirium,simulacrum-splinter,,0.01817,0.5470986999999999,exalted,0.7182,118.1,874.7
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,the-arbiters-reliquary-key,The Arbiter's Reliquary Key,Fragments,the-arbiters-reliquary-key,,3.25,97.8575,divine,0.3077,6.5,-30.29
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,the-trialmasters-reliquary-key,The Trialmaster's Reliquary Key,Fragments,the-trialmasters-reliquary-key,,9.5,286.045,divine,0.1053,3.17,159.1
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,victorious-fate,Victorious Fate,Fragments,victorious-fate,,0.68,20.474800000000002,exalted,0.01919,111.1,241.4
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,weathered-crisis-fragment,Weathered Crisis Fragment,Fragments,weathered-crisis-fragment,,1.45,43.6595,exalted,0.008997,1041,77.85
2026-06-03T09:05:01+00:00,Runes of Aldur,Fragments,xeshts-reliquary-key,Xesht's Reliquary Key,Fragments,xeshts-reliquary-key,,4.33,130.3763,divine,0.2308,2.17,-21.21
